status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,500.0,504,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,swn 80,handpump,vwc,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,1.6666666666666667,3.0,False
functional needs repair,0.0,940,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,38.0,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Nzega,False,VWC,False,other,other,vwc,user-group,never pay,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,846,Pangani,Kilimanjaro,3,Hai,True,Private operator,False,gravity,gravity,private operator,commercial,never pay,good,enough,rainwater harvesting,surface,communal standpipe,0.0,10.0,False
functional needs repair,250.0,1441,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.38461538461538464,23.0,False
functional needs repair,0.0,1475,Internal,Singida,13,Singida Rural,True,VWC,,afridev,handpump,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,hand pump,0.0,23.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,996,Ruvuma / Southern Coast,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,35.0,False
functional needs repair,500.0,962,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,8.771929824561404,28.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1309,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,15.0,False
functional needs repair,600.0,848,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,2.608695652173913,4.0,False
functional needs repair,20.0,1155,Pangani,Arusha,2,Meru,True,VWC,True,submersible,submersible,vwc,user-group,pay per bucket,good,insufficient,river,surface,communal standpipe,0.16666666666666666,7.0,False
functional needs repair,500.0,680,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,10.0,8.0,False
functional needs repair,0.0,1434,Pangani,Arusha,2,Arusha Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,600.0,843,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Parastatal,True,gravity,gravity,parastatal,parastatal,pay monthly,good,enough,river,surface,communal standpipe,5.0,4.0,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Nzega,False,VWC,False,other,other,vwc,user-group,never pay,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,200.0,319,Rufiji,Morogoro,5,Ulanga,True,,True,swn 80,handpump,vwc,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,1.0,18.0,False
functional needs repair,0.0,365,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,0.0,1891,Internal,Arusha,2,Longido,True,VWC,,gravity,gravity,vwc,user-group,pay when scheme fails,good,insufficient,river,surface,communal standpipe,0.0,8.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1342,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.5,33.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1643,Lake Nyasa,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,18.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1705,Internal,Arusha,2,Longido,True,VWC,,gravity,gravity,vwc,user-group,pay when scheme fails,good,insufficient,spring,groundwater,other,0.0,35.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,30.0,442,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.04285714285714286,25.0,False
functional needs repair,1500.0,160,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,swn 80,handpump,vwc,user-group,pay annually,salty,insufficient,shallow well,groundwater,hand pump,1.3636363636363635,14.0,False
functional needs repair,250.0,1132,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.9615384615384616,30.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Biharamulo,True,VWC,True,nira/tanira,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,3000.0,1032,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe multiple,5.555555555555555,37.0,False
functional needs repair,0.0,1238,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,6.0,False
functional needs repair,0.0,1550,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,4.0,False
functional needs repair,0.0,1179,Lake Victoria,Mara,20,Musoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,lake,surface,communal standpipe multiple,0.0,45.0,False
functional needs repair,0.0,2191,Lake Nyasa,Iringa,11,Njombe,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,19.0,False
functional needs repair,0.0,1392,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,8.0,False
functional needs repair,0.0,1663,Internal,Singida,13,Singida Rural,True,VWC,,submersible,submersible,vwc,user-group,unknown,unknown,dry,machine dbh,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1383,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,16.0,False
functional needs repair,0.0,1380,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,25.0,False
functional needs repair,200.0,270,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,seasonal,river,surface,communal standpipe,0.5714285714285714,16.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,600.0,813,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,2.727272727272727,4.0,False
functional needs repair,0.0,1277,Lake Victoria,Mara,20,Serengeti,,Other,True,swn 80,handpump,other,other,never pay,good,enough,shallow well,groundwater,hand pump,0.0,15.0,False
functional needs repair,1000.0,544,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe,1000.0,18.0,False
functional needs repair,6000.0,-16,Ruvuma / Southern Coast,Mtwara,9,Urban,True,,False,nira/tanira,handpump,vwc,user-group,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,11.320754716981131,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,other,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,swn 80,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1329,Lake Nyasa,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,20.0,False
functional needs repair,1000.0,1243,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay annually,good,enough,river,surface,communal standpipe multiple,0.5813953488372093,29.0,False
functional needs repair,0.0,2451,Internal,Arusha,2,Ngorongoro,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,enough,river,surface,communal standpipe multiple,0.0,10.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,30.0,110,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,False,WUA,False,gravity,gravity,wua,user-group,pay per bucket,good,enough,river,surface,communal standpipe multiple,30.0,3.0,False
functional needs repair,50.0,1384,Lake Victoria,Mara,20,Bunda,,WUA,True,gravity,gravity,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.2,40.0,False
functional needs repair,0.0,1153,Pangani,Kilimanjaro,3,Moshi Rural,True,Parastatal,False,gravity,gravity,parastatal,parastatal,unknown,good,enough,spring,groundwater,communal standpipe,0.0,50.0,False
functional needs repair,0.0,977,Ruvuma / Southern Coast,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,35.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,False,VWC,False,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,200.0,266,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,seasonal,river,surface,communal standpipe,0.8,13.0,False
functional needs repair,500.0,928,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,3.0120481927710845,28.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1670,Lake Nyasa,Iringa,11,Njombe,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Kyela,True,Water authority,True,swn 80,handpump,water authority,commercial,never pay,good,dry,hand dtw,groundwater,hand pump,0.0,,False
functional needs repair,0.0,460,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,swn 80,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,11.0,False
functional needs repair,0.0,1357,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,5.0,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,vwc,user-group,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Nzega,False,VWC,True,other,other,vwc,user-group,never pay,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,20.0,971,Pangani,Arusha,2,Arusha Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay per bucket,good,insufficient,spring,groundwater,communal standpipe,0.13333333333333333,4.0,False
functional needs repair,0.0,1162,Lake Victoria,Mwanza,19,Ilemela,,VWC,True,india mark ii,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,21.0,False
functional needs repair,300.0,783,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,0.375,7.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,405,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,28.0,False
functional needs repair,500.0,996,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,4.0,31.0,False
functional needs repair,3000.0,677,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,swn 80,handpump,vwc,user-group,pay annually,good,enough,machine dbh,groundwater,hand pump,3000.0,17.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Rufiji,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1866,Rufiji,Iringa,11,Njombe,True,WUA,True,swn 80,handpump,wua,user-group,never pay,good,dry,machine dbh,groundwater,hand pump,0.0,6.0,False
functional needs repair,0.0,1111,Pangani,Kilimanjaro,3,Rombo,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,10.0,False
functional needs repair,500.0,1038,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,2.7777777777777777,31.0,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Meatu,True,WUG,True,swn 80,handpump,wug,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,other,other,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,50.0,699,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,50.0,2.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,700.0,1335,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe,1.5555555555555556,3.0,False
functional needs repair,0.0,24,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,False,VWC,False,india mark ii,handpump,vwc,user-group,never pay,salty,insufficient,machine dbh,groundwater,hand pump,0.0,2.0,False
functional needs repair,300.0,1487,Pangani,Kilimanjaro,3,Mwanga,True,Water Board,False,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,other,1.6666666666666667,41.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,600.0,952,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.4218009478672986,5.0,False
functional needs repair,750.0,1129,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,4.166666666666667,37.0,False
functional needs repair,300.0,1007,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,wug,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe multiple,0.375,10.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,Parastatal,True,swn 80,handpump,parastatal,parastatal,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,30.0,57,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.12658227848101267,7.0,False
functional needs repair,300.0,803,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe multiple,0.46153846153846156,7.0,False
functional needs repair,250.0,1397,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.7352941176470589,7.0,False
functional needs repair,300.0,1416,Pangani,Kilimanjaro,3,Mwanga,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,7.5,6.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,seasonal,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,-17,Ruvuma / Southern Coast,Mtwara,9,Urban,False,Private operator,True,submersible,submersible,private operator,commercial,never pay,salty,enough,machine dbh,groundwater,other,0.0,1.0,False
functional needs repair,600.0,813,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,4.615384615384615,4.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1353,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe multiple,0.35714285714285715,11.0,False
functional needs repair,0.0,1332,Pangani,Kilimanjaro,3,Mwanga,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,41.0,False
functional needs repair,0.0,1519,Internal,Singida,13,Singida Urban,False,Parastatal,True,mono,motorpump,parastatal,parastatal,never pay,good,dry,machine dbh,groundwater,communal standpipe multiple,0.0,8.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1619,Internal,Singida,13,Singida Rural,True,VWC,,gravity,gravity,vwc,user-group,unknown,unknown,dry,dam,surface,communal standpipe,0.0,13.0,False
functional needs repair,0.0,1060,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,river,surface,communal standpipe multiple,0.0,19.0,False
functional needs repair,0.0,391,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,6.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,False,WUG,True,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,500.0,1370,Lake Tanganyika,Rukwa,15,Mpanda,True,Water authority,True,other,other,water authority,commercial,pay when scheme fails,good,enough,machine dbh,groundwater,hand pump,1.8315018315018314,28.0,False
functional needs repair,250.0,1365,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.625,11.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1387,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,41.0,False
functional needs repair,250.0,1110,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.8620689655172413,37.0,False
functional needs repair,0.0,1198,Lake Victoria,Mwanza,19,Ukerewe,False,Water Board,True,other,other,other,other,never pay,good,insufficient,lake,surface,communal standpipe,0.0,1.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbeya Rural,True,VWC,True,gravity,gravity,wug,user-group,pay annually,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1258,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,other,0.0,13.0,False
functional needs repair,500.0,248,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,11.11111111111111,9.0,False
functional needs repair,20.0,1263,Wami / Ruvu,Morogoro,5,Kilosa,True,Water authority,True,gravity,gravity,vwc,user-group,pay per bucket,good,enough,spring,groundwater,communal standpipe,0.08,5.0,False
functional needs repair,0.0,1345,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,4.0,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Urambo,True,VWC,True,india mark ii,handpump,vwc,user-group,pay when scheme fails,good,insufficient,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1494,Ruvuma / Southern Coast,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,0.0,60,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,False,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,river,surface,communal standpipe multiple,0.0,7.0,False
functional needs repair,600.0,984,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.1320754716981132,5.0,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Shinyanga Urban,False,Parastatal,False,rope pump,rope pump,parastatal,parastatal,never pay,good,enough,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Maswa,True,WUG,False,gravity,gravity,wug,user-group,other,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,0.0,1188,Lake Victoria,Mara,20,Rorya,,,False,other,other,vwc,user-group,unknown,good,enough,spring,groundwater,improved spring,0.0,5.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,200.0,235,Rufiji,Morogoro,5,Kilombero,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.6666666666666666,27.0,False
functional needs repair,0.0,0,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,submersible,submersible,vwc,user-group,never pay,good,insufficient,machine dbh,groundwater,communal standpipe,0.0,27.0,False
functional needs repair,40.0,-27,Pangani,Tanga,4,Pangani,False,Private operator,False,submersible,submersible,private operator,commercial,pay per bucket,salty,enough,machine dbh,groundwater,communal standpipe,0.16,3.0,False
functional needs repair,0.0,1100,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,river,surface,communal standpipe multiple,0.0,5.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1145,Lake Victoria,Mwanza,19,Ukerewe,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,16.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Kishapu,False,WUG,False,other,other,wug,user-group,unknown,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,0.0,265,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,30.0,False
functional needs repair,25000.0,1761,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,83.33333333333333,24.0,False
